"LPAD(SKU,13,'0')"	"SKU"	"descr"	"Price"	"Type"
"0000000008246"	"8246"	"ENV PLASTIC ZP042 ASSTD"		
"0000000008247"	"8247"	"PUSHPIN FLAG TACKS TY312 30S"		
"0000000008248"	"8248"	"ENV PLASTIC 9113F ASSTD F4"		
"0000000008249"	"8249"	"DISPLAY BOOK ZP044 ASSTD 20PKT"		
"0000000008251"	"8251"	"ENV PLASTIC 13018 ASSTD A3"		
"0000000024041"	"024041"	"CANON PROJECTOR LVX320"		
"0000000024042"	"024042"	"EPSON INKBOTTLE T664299 CYN"		
"0000000024043"	"024043"	"EPSON INKBOTTLE T664399 MAG"		
"0000000024044"	"024044"	"EPSON INKBOTTLE T664499 YEL"		
"0000000008253"	"8253"	"STICKY NOTE 655N NEON 3X5IN"		
"0000000008254"	"8254"	"STICKY NOTE 654N NEON 3X3IN"		
"0000000008255"	"8255"	"STICKY NOTE 656N NEON 2X3IN"		
"0000000008256"	"8256"	"ERASER 15011 SHIELD 26HOLE"		
"0000000008259"	"8259"	"PENCIL LEAD S3020 0.3MM SHINE"		
"0000000008260"	"8260"	"PENCIL LEAD S9020 0.9MM SHINE"		
"0000000008262"	"8262"	"PALETTECUP P33 METAL 2CMPRT"		
"0000000008263"	"8263"	"PALETTEKNIFE C50 2 STRAIGHTBLA"		
"0000000008264"	"8264"	"PALETTEKNIFE C50 6 STRAIGHTBLA"		
"0000000024045"	"024045"	"PROMPCK RECORD BOOK500PG+2GPEN"		
"0000000024046"	"024046"	"RECORD BOOK STITCHED150P+2GPEN"		
"0000000024047"	"024047"	"EPSON INKCARTRIDGE T589200 CYN"		
"0000000024049"	"024049"	"TAPE CELO 3C 6PCKYEL 24MMX50YD"		
"0000000024050"	"024050"	"TAPE CELO 3C 8PCK YEL18MMX50YD"		
"0000000024051"	"024051"	"TAPE PACKING 2PCK CLR 48MMX80M"		
"0000000024052"	"024052"	"TAPE PACKING 2PCK TAN 48MMX80M"		
"0000000024058"	"024058"	"GELPEN GRN 3PCK"		
"0000000024074"	"024074"	"PNY USB OTG ADAPTER 16GB"		
"0000000024075"	"024075"	"PNY USB OTG ADAPTER 32GB"		
"0000000024076"	"024076"	"PNY OTG ADAPTER"		
"0000000024077"	"024077"	"CANON PLOTTER PRO 540S"		
"0000000024078"	"024078"	"CANON PLOTTER PRO 520"		
"0000000008275"	"8275"	"GELPEN TOPS BASIC 2210"		
"0000000008276"	"8276"	"GELPEN TOPS BASIC 100009"		
"0000000008278"	"8278"	"GELPEN TOPS BASIC 100002"		
"0000000008279"	"8279"	"GELPEN TOPS BASIC 100006"		
"0000000008280"	"8280"	"GELPEN TOPS BASIC 100008"		
"0000000008281"	"8281"	"GELPEN TOPS BASIC 100001"		
"0000000008282"	"8282"	"GELPEN TOPS BASIC 100003"		
"0000000008283"	"8283"	"GELPEN TOPS OPAQUE 100049"		
"0000000008284"	"8284"	"GELPEN TOPS OPAQUE 100053 GLD"		
"0000000008285"	"8285"	"GELPEN TOPS OPAQUE 100054"		
"0000000008286"	"8286"	"ROLLERBALL PEN XTRA RED 894"		
"0000000008287"	"8287"	"ROLLERBALL PEN XTRA 894 BLU"		
"0000000008289"	"8289"	"ROLLERBALL PEN XTRA 894 BLK"		
"0000000008290"	"8290"	"ROLLERBALL PEN XTRA895 189501"		
"0000000008291"	"8291"	"ROLLERBALL PEN XTRA895 189504"		
"0000000008292"	"8292"	"ROLLERBALL PEN XTRA895 189503"		
"0000000008293"	"8293"	"ROLLERBALL PEN XTRA895 189502"		
"0000000008298"	"8298"	"ROLLERBALL XTRA805 8051 BLK"		
"0000000008299"	"8299"	"ROLLERBALL XTRA805 8054 GRN"		
"0000000008300"	"8300"	"ROLLERBALL XTRA805 8053 BLU"		
"0000000008301"	"8301"	"ROLLERBALL XTRA805 8052 RED"		
"0000000008302"	"8302"	"BALLPEN CASSA 3560"		
"0000000008303"	"8303"	"GELPEN FRESH G39 2419 WHT"		
"0000000008304"	"8304"	"GELPEN FRESH G39 2419 PNK"		
"0000000008305"	"8305"	"GELPEN FRESH G39 2419 ORG"		
"0000000008306"	"8306"	"GELPEN FRESH G39 2419 BLU"		
"0000000008308"	"8308"	"GELPEN REFILL GEL39 103903 BLU"		
"0000000008309"	"8309"	"GELPEN GELION 101002 RED 0.7MM"		
"0000000008310"	"8310"	"GELPEN GELION 101004 GRN 0.7MM"		
"0000000008312"	"8312"	"GELPEN GELION 101003 BLU 0.7MM"		
"0000000008313"	"8313"	"GELPEN REFILL GEL39 10390 GRN"		
"0000000008314"	"8314"	"GELPEN REFILL GEL39 103901 BLK"		
"0000000008315"	"8315"	"GELPEN REFILL GEL39 103902 RED"		
"0000000008321"	"8321"	"PAINT MARKER DECO 260 126009"		
"0000000008322"	"8322"	"HI LIGHTER JOB 150 180 1505YEL"		
"0000000008323"	"8323"	"HI LIGHTER JOB 150 180 1504GRN"		
"0000000008324"	"8324"	"HI LIGHTER JOB 150 180 1509PNK"		
"0000000008325"	"8325"	"HI LIGHTER JOB 150 180 1503BLU"		
"0000000008326"	"8326"	"HI LIGHTER JOB 150 180 1506ORG"		
"0000000008327"	"8327"	"PERMA MARKER 130 113004 GRN"		
"0000000008328"	"8328"	"PERMA MARKER 130 113001 BLK"		
"0000000008329"	"8329"	"PERMA MARKER 130 113003 BLU"		
"0000000008330"	"8330"	"PERMA MARKER 130 113002 RED"		
"0000000008331"	"8331"	"WB MARKER 290 129002 RED 1-3MM"		
"0000000008332"	"8332"	"WB MARKER 290 129003 BLU 1-3MM"		
"0000000008333"	"8333"	"WB MARKER 290 129001 BLK 1-3MM"		
"0000000008334"	"8334"	"BALLPEN TOPS 505M 150602 RED"		
"0000000008335"	"8335"	"BALLPEN TOPS 505M 150603 BLU"		
"0000000008336"	"8336"	"BALLPEN TOPS 505M 150601 BLK"		
"0000000008337"	"8337"	"BALLPEN K15 3081 BLK BODY"		
"0000000008338"	"8338"	"BALLPEN K15 3080 COL BODY"		
"0000000008339"	"8339"	"ROLLERBALL TOPBALL 811 BLK 0.6"		
"0000000008340"	"8340"	"ROLLERBALL TOPBALL 845 BLK 0.3"		
"0000000008341"	"8341"	"FIBREPEN TOPWRITER147 1471 BLK"		
"0000000008342"	"8342"	"FIBREPEN TOPLINER 955 9561 YEK"		
"0000000008347"	"8347"	"FIBREPEN TOPLINER 955 9554 GRN"		
"0000000008350"	"8350"	"BALLPEN TOUCH 133401"		
"0000000008352"	"8352"	"BALLPEN TWISTER DENIM 135401"		
"0000000008357"	"8357"	"ROLLERBALL PEN XTRA893 189302"		
"0000000008358"	"8358"	"ROLLERBALL PEN XTRA893 189301"		
"0000000008359"	"8359"	"ROLLERBALL PEN XTRA893 189304"		
"0000000008360"	"8360"	"ROLLERBALL PEN XTRA893 189303"		
"0000000008361"	"8361"	"ROLLERBALL PEN XTRA892 189201"		
"0000000008362"	"8362"	"ROLLERBALL PEN XTRA892 189202"		
"0000000008363"	"8363"	"ROLLERBALL PEN XTRA892 189204"		
"0000000024086"	"024086"	"HP PRINTER M26NW"		
"0000000008365"	"8365"	"LAMINATOR EXLA3"		
"0000000008367"	"8367"	"FELLOWES BINDING MACH PB55"		
"0000000008368"	"8368"	"FELLOWES BINDING PB150 56111"		
"0000000008375"	"8375"	"RINGBINDER SPINE 21R #53457"		
"0000000008376"	"8376"	"RINGBINDER SPINE 21R #53465"		
"0000000008377"	"8377"	"RINGBINDER SPINE 21R #53473"		
"0000000008378"	"8378"	"RINGBINDER SPINE 21R #53477"		
"0000000008379"	"8379"	"RINGBINDER SPINE 21R #53485"		
"0000000008380"	"8380"	"RINGBINDER SPINE 21R #53497"		
"0000000008382"	"8382"	"ID BADGE 53045 45X120"		
"0000000008383"	"8383"	"ID BADGE 53046 60X250"		
"0000000024087"	"024087"	"HP PRINTER 2676"		
"0000000024088"	"024088"	"HP PRINTER 2677"		
"0000000008385"	"8385"	"ENV BARONIAL#4 WHT 10S"		
"0000000008387"	"8387"	"ENV AIRMAIL#7 3/4 WHT 20S"		
"0000000008388"	"8388"	"ENV STATEMENT 1SIDE KFT 6X9IN"		
"0000000008389"	"8389"	"NEWSPRINT S16 LTR 480RM"		
"0000000008390"	"8390"	"TRAY ORGANIZING"		
"0000000008393"	"8393"	"CLEANING CLOTH MULTIPURPOSE"		
"0000000024089"	"024089"	"FUJIXEROX WASTE TONER CWAA0869"		
"0000000024091"	"024091"	"TPLINK ROUTER ARCHER C2 AC750"		
"0000000008404"	"8404"	"WB MARKER BULLET RED 2.0MM"		
"0000000024101"	"024101"	"AIR FRESHENER NEW CAR 42G"		
"0000000024102"	"024102"	"AIR FRESHENER CHERRY FRESH 42G"		
"0000000024103"	"024103"	"AIR FRESHENER LEMON SQUEEZ 42G"		
"0000000008080"	"8080"	"STICKER PAPER  BSILVER 3S"		
"0000000008420"	"8420"	"STICKER PAPER BGOLD GLD LTR 3S"		
"0000000008421"	"8421"	"STICKER PAPER FLOURES FYEL 3S"		
"0000000024114"	"024114"	"ACER MONITOR LED V246HL"		
"0000000008422"	"8422"	"STICKER PAPER FLOURES FORG 3S"		
"0000000008423"	"8423"	"STICKER PAPER FLOURES FPNK 3S"		
"0000000008424"	"8424"	"STICKER PAPER FLOURES FGRN 3S"		
"0000000008425"	"8425"	"STICKER PAPER FLOURES REDORG"		
"0000000008427"	"8427"	"BALIKBAYAN BOX BAG"		
"0000000008428"	"8428"	"CLEANING CLOTH SPONGE"		
"0000000008429"	"8429"	"STAMP PR4090 ASSTD 40X90"		
"0000000008440"	"8440"	"NB SPI 05204 3SUB 150SHT"		
"0000000024115"	"024115"	"COPY PAPER 70GSM WHT LTR 500RM"		
"0000000024117"	"024117"	"COPY PAPER 70GSM WHT A4 500RM"		
"0000000024118"	"024118"	"ENV PLASTIC CLR 9.5X4IN"		
"0000000024119"	"024119"	"ENV SEC #10 W/PEEL&SEEL 90GSM"		
"0000000024120"	"024120"	"FUJIXEROX PEDESTAL FOR S2011"		
"0000000024121"	"024121"	"BROTHER LABELLER TAPE TZE541"		
"0000000024163"	"024163"	"EPSON PRINTER L4160"		
"0000000024164"	"024164"	"FUJIXEROX COPIER S2110"		
"0000000024184"	"024184"	"CANON INKCARTRIDGE PFI303 MBLK"		
"0000000024185"	"024185"	"CANON INKCARTRIDGE PFI303 BLK"		
"0000000024186"	"024186"	"CANON INKCARTRIDGE PFI303 CYN"		
"0000000024187"	"024187"	"CANON INKCARTRIDGE PFI303 MAG"		
"0000000024188"	"024188"	"CANON INKCARTRIDGE PFI303 YEL"		
"0000000024189"	"024189"	"CANON INKCARTRIDGE MNTNC MC09"		
"0000000024190"	"024190"	"HP INKCARTRIDGE 711XL CZ133A"		
"0000000024191"	"024191"	"MARKER PLUME II 1122S8"		
"0000000024192"	"024192"	"MARKER PLUME II 1122S10"		
"0000000024193"	"024193"	"MARKER PLUME II 1122S12"		
"0000000024194"	"024194"	"MARKER PLUME II 1122S33"		
"0000000024195"	"024195"	"MARKER PLUME II 1122S46"		
"0000000024196"	"024196"	"MARKER PLUME II 1122S69"		
"0000000024197"	"024197"	"MARKER PLUME II 1122S1"		
"0000000024198"	"024198"	"MARKER PLUME II 1122S2"		
"0000000024199"	"024199"	"MARKER PLUME II 11122S3"		
"0000000024200"	"024200"	"MARKER PLUME II 1122S4"		
"0000000024201"	"024201"	"MARKER PLUME II 1122S5"		
"0000000024202"	"024202"	"MARKER PLUME II 1122S6"		
"0000000024203"	"024203"	"MARKER PLUME II 1122S7"		
"0000000024204"	"024204"	"MARKER PLUME II 1122S9"		
"0000000024205"	"024205"	"MARKER PLUME II 1122S15"		
"0000000024206"	"024206"	"MARKER PLUME 3000ST618"		
"0000000024207"	"024207"	"MARKER PLUME 3000SY645"		
"0000000024208"	"024208"	"MARKER PLUME 3000SGB688"		
"0000000024209"	"024209"	"MARKER PLUME 3000SB708"		
"0000000024210"	"024210"	"MARKER PLUME 3000SBV733"		
"0000000024211"	"024211"	"MARKER PLUME 3000SBV738"		
"0000000024212"	"024212"	"MARKER PLUME 3000SG653"		
"0000000024213"	"024213"	"MARKER PLUME 3000SG657"		
"0000000024214"	"024214"	"MARKER PLUME 3000SGB693"		
"0000000024215"	"024215"	"MARKER PLUME 3000SN910"		
"0000000024216"	"024216"	"MARKER PLUME 3000SOY845"		
"0000000024217"	"024217"	"MARKER PLUME 3000SOY848"		
"0000000024218"	"024218"	"MARKER PLUME 3000SP793"		
"0000000024219"	"024219"	"MARKER PLUME 3000SP797"		
"0000000024220"	"024220"	"MARKER PLUME 3000SR817"		
"0000000024221"	"024221"	"MARKER PLUME 3000SY625"		
"0000000024222"	"024222"	"TECH PEN 4600 S003"		
"0000000024223"	"024223"	"TECH PEN 4600 S005"		
"0000000024224"	"024224"	"TECH PEN 4600 S010"		
"0000000024226"	"024226"	"TECH PEN 4600 S030"		
"0000000024227"	"024227"	"TECH PEN 4600 S040"		
"0000000024228"	"024228"	"TECH PEN 4600 S050"		
"0000000024229"	"024229"	"TECH PEN 4600 S080"		
"0000000024230"	"024230"	"TECH PEN 4600 S10"		
"0000000024231"	"024231"	"TECH PEN 4600 SBRUSH"		
"0000000024232"	"024232"	"CALIGRAPHY PEN 2.0MM FS1"		
"0000000024233"	"024233"	"CALIGRAPHY PEN 2.0MM FS2"		
"0000000024234"	"024234"	"CALIGRAPHY PEN 2.0MM FS3"		
"0000000024235"	"024235"	"CALIGRAPHY PEN 2.0MM FS28"		
"0000000024236"	"024236"	"CALIGRAPHY PEN 3.5MM MS1"		
"0000000024237"	"024237"	"CALIGRAPHY PEN 3.5MM MS2"		
"0000000024238"	"024238"	"CALIGRAPHY PEN 3.5MM MS3"		
"0000000024239"	"024239"	"CALIGRAPHY PEN 3.5MM MS3"		
"0000000024241"	"024241"	"CALIGRAPHY PEN 5.0MM BS1"		
"0000000024242"	"024242"	"CALIGRAPHY PEN 5.0MM BS2"		
"0000000024243"	"024243"	"CALIGRAPHY PEN 5.0MM BS3"		
"0000000024244"	"024244"	"CALIGRAPHY PEN 5.0MM BS28"		
"0000000024245"	"024245"	"MARKER DECOLOR XF GOLD"		
"0000000024246"	"024246"	"MARKER DECOLOR XF SILVER"		
"0000000024247"	"024247"	"MARKER DECOLOR XF S2"		
"0000000024248"	"024248"	"MARKER DECOLOR XF S3"		
"0000000024249"	"024249"	"MARKER DECOLOR XF S9"		
"0000000024250"	"024250"	"BROTHER LABELLER PTE110VP"		
"0000000008499"	"8499"	"HANGING FOLDER 9351A BLU A4"		
"0000000008500"	"8500"	"HANGING FOLDER 9351A GRN A4"		
"0000000008501"	"8501"	"HANGING FOLDER 9351A RED A4"		
"0000000008502"	"8502"	"HANGING FOLDER 9351A YEL A4"		
"0000000008503"	"8503"	"NB ZP031A TEENS 5S A4"		
"0000000008504"	"8504"	"NB ZP036A5 TEENS A5"		
"0000000008505"	"8505"	"ZIPLOCK EC007B CLR A5"		
"0000000008506"	"8506"	"ZIPLOCK EC010B CLR B4"		
"0000000008507"	"8507"	"BOX STORAGE ZP061 WHT 3PCK"		
"0000000024251"	"024251"	"CANON TONER NPG59 BLK"		
"0000000024252"	"024252"	"RINGBINBER 3R A4 2"" RBLU"		
"0000000024253"	"024253"	"BROTHER TONER 150 YEL"		
"0000000024254"	"024254"	"CANON PRINTER LBP843CX"		
"0000000024280"	"024280"	"BROTHER LABELLER QL820NWB"		
"0000000008409"	"8409"	"TAPE CELO 1CORE CLR 12MMX16M"		
"0000000008411"	"8411"	"TAPE CELO 1CORE CLR 18MMX16M"		
"0000000008528"	"8528"	"TAPE CELO 1CORE CLR 24MMX16M"		
"0000000008529"	"8529"	"CELO TAPE 1 CORE"		
"0000000008536"	"8536"	"TAPE CELO 3CORE CLR 12MMX20M"		
"0000000008539"	"8539"	"TAPE PACKING CLR 48MMX80M"		
"0000000008540"	"8540"	"TAPE PACKING TAN 48MMX80M"		
"0000000008541"	"8541"	"TAPE PACKING CLR 72MMX40M"		
"0000000008542"	"8542"	"TAPE PACKING TAN 72MMX40M"		
"0000000008543"	"8543"	"TAPE CELO 3CORE CLR 18MMX20M"		
"0000000008544"	"8544"	"TAPE CELO 3CORE YEL 18MMX20M"		
"0000000008545"	"8545"	"TAPE CELO 3CORE YEL 24MMX20M"		
"0000000008546"	"8546"	"TAPE CELO 3CORE CLR 24MMX20M"		
"0000000008547"	"8547"	"RUBBERBAND #18 ROUND"		
"0000000008548"	"8548"	"RUBBERBAND #1 ROUND"		
"0000000024282"	"024282"	"SERVICE QUIX STAMP SET Q05 BLK"		
"0000000024283"	"024283"	"SERVICE QUIX STAMP SET Q05 BLU"		
"0000000024284"	"024284"	"SERVICE QUIX STAMP SET Q04 BLK"		
"0000000024285"	"024285"	"SERVICE QUIX STAMP SET Q04 BLU"		
"0000000024286"	"024286"	"SERVICE QUIX STAMP SET Q10 BLK"		
"0000000024287"	"024287"	"SERVICE QUIX STAMP SET Q10 BLU"		
"0000000024288"	"024288"	"SERVICE QUIX STAMP SET Q13 BLK"		
"0000000024289"	"024289"	"SERVICE QUIX STAMP SET Q13 BLU"		
"0000000024290"	"024290"	"SERVICE QUIX STAMP SET Q14 BLK"		
"0000000024291"	"024291"	"SERVICE QUIX STAMP SET Q14 BLU"		
"0000000024292"	"024292"	"SERVICE QUIX STAMP SET Q11 BLK"		
"0000000024293"	"024293"	"SERVICE QUIX STAMP SET Q11 BLU"		
"0000000024294"	"024294"	"SERVICE QUIX STAMP SET Q26 BLK"		
"0000000024295"	"024295"	"SERVICE QUIX STAMP SET Q26 BLU"		
"0000000024296"	"024296"	"SERVICE QUIX STAMP SET Q12 BLK"		
"0000000024297"	"024297"	"SERVICE QUIX STAMP SET Q12 BLU"		
"0000000024298"	"024298"	"SERVICE QUIX STAMP SET Q24 BLK"		
"0000000024299"	"024299"	"SERVICE QUIX STAMP SET Q24 BLU"		
"0000000024300"	"024300"	"SERVICE QUIX STAMP SET Q18 BLK"		
"0000000024301"	"024301"	"SERVICE QUIX STAMP SET Q18 BLU"		
"0000000024302"	"024302"	"SERVICE QUIX STAMP SET Q16 BLK"		
"0000000024303"	"024303"	"SERVICE QUIX STAMP SET Q16 BLU"		
"0000000024304"	"024304"	"SERVICE QUIX STAMP SET Q32 BLK"		
"0000000024305"	"024305"	"SERVICE QUIX STAMP SET Q32 BLU"		
"0000000024306"	"024306"	"SERVICE QUIX STAMP SET Q34 BLK"		
"0000000024307"	"024307"	"SERVICE QUIX STAMP SET Q34 BLU"		
"0000000024308"	"024308"	"SERVICE QUIX STAMP SET Q53 BLK"		
"0000000024309"	"024309"	"SERVICE QUIX STAMP SET Q53 BLU"		
"0000000024310"	"024310"	"BOARD VELLUM WHT 180GSM A4 10S"		
"0000000024311"	"024311"	"OLYMPIA TYPEWRITER COMPACT 5DM"		
"0000000024312"	"024312"	"ALCOHOL ISO 70NLIT 70% 1L PUMP"		
"0000000024313"	"024313"	"ALCOHOL ISO 70M500 70% 500ML"		
"0000000024314"	"024314"	"ALCOHOL ISO 70M250 70% 250ML"		
"0000000024315"	"024315"	"ALCOHOL ETHYL 70D500 70% 500ML"		
"0000000024316"	"024316"	"ALCOHOL ETHYL 70D250 70% 250ML"		
"0000000024317"	"024317"	"SANITIZER GEL HRP500ML PUMP"		
"0000000024318"	"024318"	"ALCOHOL ISO 70QLIT 70% 1L PUMP"		
"0000000024319"	"024319"	"ALCOHOL ISO 70P500 70% 500ML"		
"0000000024320"	"024320"	"ALCOHOL ISO 70P075 70% 75ML"		
"0000000024321"	"024321"	"ALCOHOL T. DEF ATP500ML PUMP"		
"0000000024322"	"024322"	"ALCOHOL T. DEF ATD040ML HSPRAY"		
"0000000024324"	"024324"	"DLINK SWITCHES DGS108"		
"0000000024325"	"024325"	"HP PRINTER 7720"		
"0000000024326"	"024326"	"TPLINK SWITCHES TLSG1016D"		
"0000000024327"	"024327"	"EPSON PROJECTOR EB535W"		
"0000000008555"	"8555"	"TRANSPARENCY FILM OHP A4 TF280"		
"0000000008563"	"8563"	"CD WALLET PP48 EVA PU"		
"0000000008570"	"8570"	"CD WALLET CD817-96"		
"0000000024329"	"024329"	"RACK STEEL"		
"0000000008574"	"8574"	"LAMINATING FILM 53075 PER PC"		
"0000000008575"	"8575"	"LAMINATING FILM 53069 100PCK"		
"0000000008576"	"8576"	"LAMINATING FILM 53063 100PCK"		
"0000000008577"	"8577"	"LAMINATING FILM 53961 125MIC"		
"0000000008578"	"8578"	"LAMINATING FILM 53963 125MIC"		
"0000000008580"	"8580"	"RINGBINDER SPINE 21R #53455"		
"0000000008581"	"8581"	"RINGBINDER SPINE 21R #53456"		
"0000000008582"	"8582"	"RINGBINDER SPINE 21R #53463"		
"0000000008583"	"8583"	"RINGBINDER SPINE 21R #53464"		
"0000000008584"	"8584"	"RINGBINDER SPINE 21R #53471"		
"0000000008585"	"8585"	"RINGBINDER SPINE 21R #53472"		
"0000000008586"	"8586"	"RINGBINDER SPINE 21R #53475"		
"0000000008587"	"8587"	"RINGBINDER SPINE 21R #53476"		
"0000000008588"	"8588"	"RINGBINDER SPINE 21R #53483"		
"0000000008589"	"8589"	"RINGBINDER SPINE 21R #53484"		
"0000000024330"	"024330"	"CHAIR DESIGNER S611/718"		
"0000000024331"	"024331"	"CHAIR DESIGNER S611/718"		
"0000000024332"	"024332"	"CHAIR DESIGNER S611/718"		
"0000000024333"	"024333"	"EPSON PRINTER L4150"		
"0000000024334"	"024334"	"SAFE BF080EH"		
"0000000024335"	"024335"	"BROTHER PRINTER DCPT310"		
"0000000024336"	"024336"	"BROTHER PRINTER DCPT510W"		
"0000000024337"	"024337"	"BROTHER PRINTER DCPT710W"		
"0000000024338"	"024338"	"BROTHER PRINTER MFCT810DW"		
"0000000024339"	"024339"	"BROTHER PRINTER MFCT910DW"		
"0000000024340"	"024340"	"BROTHER INKBOTTLE BTD60BK BLK"		
"0000000024341"	"024341"	"CHAIR VISITOR  B1T1 305PL"		
"0000000024342"	"024342"	"CHAIR VISITOR  B1T1  305PL"		
"0000000024343"	"024343"	"CHAIR VISITOR  B1T1 305PL"		
"0000000024344"	"024344"	"CHAIR VISITOR  B1T1 106C MESH"		
"0000000024345"	"024345"	"CHAIR VISITOR  B1T1 106C MESH"		
"0000000024346"	"024346"	"CHAIR VISITOR  B1T1 106C MESH"		
"0000000024347"	"024347"	"CHAIR VISITOR  B1T1  106C MESH"		
"0000000024348"	"024348"	"CHAIR GANG  4  A61 ALL STEEL"		
"0000000024349"	"024349"	"CHAIR GANG  3  A29 W/PADS"		
"0000000024350"	"024350"	"CHAIR GANG  4  A29 W/PADS"		
"0000000024351"	"024351"	"CHAIR LOUNGE SOFA SET A06 3UNI"		
"0000000024352"	"024352"	"CHAIR LOUNGE SOFA SET A06 3UNI"		
"0000000024353"	"024353"	"TABLE LOUNGE GLASS  3066"		
"0000000024354"	"024354"	"TABLE LOUNGE GLASS 3066"		
"0000000024355"	"024355"	"BROTHER LABELLER TAPE TZFX251"		
"0000000024356"	"024356"	"EPSON TONER C13S050660 YEL"		
"0000000024357"	"024357"	"EPSON TONER C13S050661 MAG"		
"0000000024358"	"024358"	"EPSON TONER C13S050662 CYN"		
"0000000024359"	"024359"	"EPSON TONER C13S050663 BLK"		
"0000000024361"	"024361"	"HP DRUM 19A CF219A"		
"0000000008591"	"8591"	"PEDESTAL FIXED  3D UP4051"		
"0000000008592"	"8592"	"TABLE CONFERENCE UP2030"		
"0000000008596"	"8596"	"ENV BARONIAL#4 BLU10S"		
"0000000008597"	"8597"	"ENV BARONIAL#4 RED 10S"		
"0000000008598"	"8598"	"BOARD KAPAS 230G WHT LTR 10S"		
"0000000008600"	"8600"	"POLYPROPYLENE DIVIDERS"		
"0000000008601"	"8601"	"POLYPROPYLENE DIVIDERS"		
"0000000008612"	"8612"	"ENV BARONIAL#4 YEL 10S"		
"0000000008613"	"8613"	"ENV BARONIAL#4 ORG 10S"		
"0000000008614"	"8614"	"ENV BARONIAL#4 NGRN 10S"		
"0000000008615"	"8615"	"ENV BARONIAL#7 1/2 BLU 10S"		
"0000000008616"	"8616"	"ENV BARONIAL#7 1/2 RED 10S"		
"0000000008617"	"8617"	"ENV BARONIAL#7 1/2  GRN"		
"0000000008618"	"8618"	"ENV BARONIAL#7 1/2 YEL 10S"		
"0000000008619"	"8619"	"ENV BARONIAL#7 1/2 ORG 10S"		
"0000000008620"	"8620"	"ENV BARONIAL#7 1/2 NGRN 10S"		
"0000000024363"	"024363"	"BROTHER PRINTER MFCL8900CDW"		
"0000000024364"	"024364"	"HP LAPTOP 14BS077TX"		
"0000000008622"	"8622"	"BINDERCOVER PVC SMOKED 200MA4"		
"0000000024366"	"024366"	"CANON INKCARTRIDGE CL99 COL"		
"0000000008623"	"8623"	"BINDERCOVER 53765 CLR A4 TRANS"		
"0000000024367"	"024367"	"FUJIXEROX TONER CT202873 BLK"		
"0000000024368"	"024368"	"BROTHER LABELLER PTD200RK"		
"0000000024369"	"024369"	"EPSON PRINTER WF5621"		
"0000000008627"	"8627"	"ID CORD PEARL180 W/LOCK TRANSP"		
"0000000024370"	"024370"	"CABINET PAPER DC06"		
"0000000024371"	"024371"	"CABINET PAPER  DC06"		
"0000000024372"	"024372"	"FUJIXEROX DRUM CT350973"		
"0000000024373"	"024373"	"EPSON PROJECTOR EBX41"		
"0000000008628"	"8628"	"ENV LETTER #6 3/4 WHT 10S"		
"0000000008629"	"8629"	"ENV LETTER#9 WHT 10S"		
"0000000008630"	"8630"	"ENV LETTER#10 WHT 10S"		
"0000000008631"	"8631"	"ENV DOCU W/STRING COL LGL 5S"		
"0000000008633"	"8633"	"CASIO CALC PRINTING FR2650T"		
"0000000008643"	"8643"	"GLUE STICK TY310 8D/9G"		
"0000000008644"	"8644"	"GLUE STICK TY310 21D"		
"0000000008645"	"8645"	"RULER PLASTIC TY570 ASSTD 12IN"		
"0000000008654"	"8654"	"BALLPEN REFILL 785 CROSS"		
"0000000008655"	"8655"	"BALLPEN REFILL 735 PARKR TYPE"		
"0000000008656"	"8656"	"BALLPEN REFILL 735 PARKR TYPE"		
"0000000008657"	"8657"	"MECH PENCIL GRAFFIX 156103"		
"0000000008658"	"8658"	"MECH PENCIL 552 155201"		
"0000000008659"	"8659"	"MECH PENCIL 556 155601"		
"0000000008660"	"8660"	"MECH PENCIL 551 155101"		
"0000000008661"	"8661"	"PERMA MARKER INK 640 BLK 30ML"		
"0000000008662"	"8662"	"PERMA MARKER INK 640 BLU 30ML"		
"0000000008663"	"8663"	"PERMA MARKER INK 640 RED 30ML"		
"0000000008664"	"8664"	"WB MARKER INK 656 BLK 30ML"		
"0000000008665"	"8665"	"WB MARKER INK 656 BLU 30ML"		
"0000000008666"	"8666"	"WB MARKER INK 656 RED 30ML"		
"0000000008667"	"8667"	"ERASER ERASE IT 158500"		
"0000000008668"	"8668"	"PENCIL LEAD TUB 0.5 HB"		
"0000000008669"	"8669"	"PENCIL LEAD TUB 0.7 HB"		
"0000000008670"	"8670"	"ROLLERBALL PEN XTRA 800 BLK"		
"0000000008671"	"8671"	"ROLLERBALL PEN XTRA 800 BLU"		
"0000000008672"	"8672"	"ROLLERBALL PEN XTRA 800 RED"		
"0000000008674"	"8674"	"TYPEWRITING PAPER WHT LGL 50S"		
"0000000008675"	"8675"	"TYPEWRITING PAPER WHT LTR 50S"		
"0000000008676"	"8676"	"DOCUMENT TRAY NVI-126D"		
"0000000024374"	"024374"	"EPSON PRINTER L6160"		
"0000000024375"	"024375"	"EPSON PRINTER L6170"		
"0000000024376"	"024376"	"EPSON PRINTER L405"		
"0000000008679"	"8679"	"ACRYLIC MENU STAND VERTICAL"		
"0000000008680"	"8680"	"MENU STAND"		
"0000000008683"	"8683"	"BROCHURE HOLDER VERTICAL"		
"0000000024379"	"024379"	"ALCATEL PHONE T26"		
